Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Yds,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl
Richie Grant,27,ATL,S,17,1,0,12,6,74,1,97.2,9,17,57,5,2,0,0,0,2,14,2
Michael Hall,21,CLE,DT,8,3,0,1,1,8,0,100,-3,-3,11,4,6,4,0,1,11,14,0
D'Marco Jackson,26,NOR,LB,10,0,0,3,2,15,0,78.5,4.3,8,7,2,0,0,0,0,0,14,2
Shemar Jean-Charles,26,NOR,DB,9,2,1,12,7,109,1,81.6,17.9,99,10,0,0,0,0,0,0,14,1
Marshawn Kneeland,23,DAL,DE,11,1,0,1,1,7,0,95.8,-2,-2,9,2,5,3,0,0,8,14,3
DeMarcus Lawrence,32,DAL,DE,4,4,0,0,0,0,0,,,0,0,0,4,3,0,3,10,14,3
Uchenna Nwosu,28,SEA,LB,6,2,0,4,4,28,1,135.4,0.5,2,26,6,1,4,1,1,6,14,1
Haason Reddick,30,NYJ,LB,10,2,0,3,1,5,0,42.4,13.7,2,3,29,3,2,1,1,7,14,2
Jalen Reeves-Maybin,29,DET,LB,10,0,0,13,13,129,2,147.6,2.9,38,91,22,1,0,0,0,1,14,3
Juanyeh Thomas,24,DAL,S,13,0,0,5,3,18,1,106.7,7.6,14,4,2,0,0,0,0,0,14,2
Tavierre Thomas,28,TAM,CB,17,0,0,5,5,67,0,118.7,8.2,41,26,2,0,0,0,0,0,14,2
Nathaniel Watson,24,CLE,LB,14,1,0,2,0,0,0,39.6,10.5,0,0,0,0,0,0,0,0,14,0
Tyrus Wheat,25,DAL,DE,8,0,0,0,0,0,0,,,0,0,0,4,1,0,0.5,6,14,1
Yannick Ngakoue,29,2TM,LB,11,0,0,0,0,0,0,,,0,0,6,4,2,0,1.5,8,14,1
Yannick Ngakoue,29,BAL,OLB,5,0,0,0,0,0,0,,,0,0,0,2,1,0,1.5,5,5,0
Yannick Ngakoue,29,NWE,LB,6,0,0,0,0,0,0,,,0,0,6,2,1,0,0,3,9,1
Quinton Jefferson,31,2TM,DT,12,0,0,0,0,0,0,,,0,0,0,3,2,0,2,7,14,2
Quinton Jefferson,31,CLE,DT,5,0,0,0,0,0,0,,,0,0,0,0,1,0,1,2,6,0
Quinton Jefferson,31,BUF,DT,7,0,0,0,0,0,0,,,0,0,0,3,1,0,1,5,8,2
Denico Autry,34,HOU,DE,10,2,0,1,1,7,0,95.8,-4,-4,11,0,3,3,2,3,9,13,2
Andrew Billings,29,CHI,LDT,8,8,0,0,0,0,0,,,0,0,0,4,2,0,1,7,13,1
Josh Blackwell,25,CHI,DB,17,1,1,7,5,60,0,57.7,6,19,41,6,1,0,0,0,1,13,1
Jowon Briggs,23,CLE,DT,6,0,0,1,1,12,0,116.7,6,6,6,0,0,2,0,0,2,13,1
Jaden Crumedy,24,CAR,DT,5,0,0,0,0,0,0,,,0,0,0,0,0,0,0.5,1,13,1
Tommy Eichenberg,23,LVR,LB,14,1,0,5,5,53,1,150.4,-1.8,-9,62,3,1,0,0,0,1,13,1
Mike Ford,29,CLE,CB,17,0,0,5,4,45,1,143.7,8,38,7,0,0,0,0,0,0,13,1
Darrick Forrest,25,WAS,S,10,1,0,6,4,23,1,113.2,3.8,21,2,1,1,0,0,0,1,13,1
Jaylen Harrell,22,TEN,OLB,17,0,0,2,2,12,0,91.7,2,4,8,0,1,0,0,0,1,13,3
Bryce Huff,26,PHI,DE,12,6,0,4,4,19,0,86.5,-0.5,-2,21,2,3,2,0,2.5,8,13,3
Javontae Jean-Baptiste,24,WAS,DE,12,1,0,1,1,3,0,79.2,-1,-1,4,1,2,1,0,1,4,13,0
Brandon Joseph,23,DET,S,14,1,0,5,3,55,0,97.9,17.2,42,13,0,0,0,0,0,0,13,1
Maema Njongmeta,23,CIN,LB,17,1,0,5,5,29,0,90.8,3.2,16,13,0,0,0,0,0,0,13,0
Amen Ogbongbemiga,26,CHI,LB,17,0,0,3,2,1,1,109.7,3.3,-4,5,0,0,0,0,1,1,13,0
D'Angelo Ross,28,HOU,CB,10,2,0,13,11,132,1,134.6,9.2,83,49,1,0,0,0,0,0,13,3
Asante Samuel Jr.,25,LAC,CB,4,4,0,18,12,138,0,89.6,7.6,84,54,0,0,0,0,0,0,13,3
Brenden Schooler,27,NWE,S,17,0,0,4,2,9,1,95.8,13.8,0,9,4,0,1,0,2,3,13,0
Javon Solomon,23,BUF,DE,14,0,0,0,0,0,0,,,0,0,1,2,4,0,2,8,13,3
Drake Thomas,24,SEA,LB,17,0,0,3,2,16,0,79.9,4.3,8,8,2,0,0,0,0,0,13,1
Eric Watts,24,NYJ,DL,14,0,0,0,0,0,0,,,0,0,0,1,0,0,0,1,13,2
Kristian Welch,26,2TM,LB,15,2,0,3,2,17,0,81.2,0.7,4,13,0,0,0,0,0,0,13,1
Kristian Welch,26,DEN,LB,6,1,0,2,1,12,0,68.7,-1.5,-1,13,0,0,0,0,0,0,8,0
Kristian Welch,26,BAL,LB,9,1,0,1,1,5,0,87.5,5,5,0,0,0,0,0,0,0,5,1
Ja'Whaun Bentley,28,NWE,LB,2,2,0,6,6,45,0,97.9,2.3,14,31,7,0,0,0,0.5,1,12,0
C.J. Brewer,27,TAM,DL,12,0,0,0,0,0,0,,,0,0,0,0,1,2,2,3,12,3
Kei'Trel Clark,23,ARI,CB,15,1,1,10,8,92,1,98.7,7.3,62,30,1,0,0,0,1,1,12,1
Brenton Cox,24,GNB,DL,7,0,0,1,1,0,0,79.2,0,0,0,0,1,3,0,4,8,12,0
Kalia Davis,26,SFO,DL,13,0,1,1,0,2,0,0,2,2,0,0,0,0,1,0,0,12,0
Marcellas Dial,24,NWE,DB,17,1,0,5,4,43,0,102.5,7.2,37,6,0,0,0,0,0,0,12,2
William Gholston,33,TAM,DL,17,3,0,0,0,0,0,,,0,0,0,1,3,0,1,5,12,0
Ta'Quon Graham,26,ATL,DL,10,0,0,0,0,0,0,,,0,0,0,1,1,0,0,2,12,2
Malik Herring,27,KAN,DE,12,0,0,2,2,17,0,102.1,5.5,11,6,0,0,3,0,0,3,12,1
Kurt Hinish,25,HOU,DT,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,12,2
Ka'dar Hollman,30,HOU,CB,7,1,0,10,6,73,0,82.5,11.2,64,9,0,0,0,0,0,0,12,0
Jordan Jefferson,23,JAX,DT,8,0,0,0,0,0,0,,,0,0,0,0,0,1,1,1,12,0
Desjuan Johnson,25,LAR,DE,10,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,12,1
Chris Lammons,28,IND,CB,14,1,0,11,10,130,2,155.5,4.2,47,83,2,1,0,0,1,2,12,3
Arron Mosby,25,GNB,DL,16,0,0,2,0,0,0,39.6,4,0,0,0,2,1,1,0.5,4,12,1
Segun Olubi,25,IND,LB,17,0,0,1,1,25,0,118.7,13,13,12,0,0,0,0,0,0,12,0
Nehemiah Pritchett,23,SEA,CB,10,1,0,18,13,206,1,128.5,11.9,130,76,0,0,0,0,0,0,12,5
Jordon Riley,26,NYG,DL,13,5,0,0,0,0,0,,,0,0,0,1,1,0,0,2,12,2
M.J. Stewart,29,HOU,S,15,0,0,4,1,19,0,46.9,15.8,17,2,3,0,0,0,0,0,12,1
Zeke Turner,28,DET,LB,9,0,0,5,5,62,2,157.9,4.8,24,38,11,0,2,0,0.5,3,12,0
Carlos Watkins,31,DAL,DE,15,0,0,0,0,0,0,,,0,0,0,2,0,0,0,2,12,0
Mike Edwards,28,2TM,S,8,2,0,8,4,52,0,70.8,14,39,13,6,1,1,0,0,2,12,0
Mike Edwards,28,BUF,S,3,0,0,2,1,5,0,56.2,11.5,4,1,0,0,0,0,0,0,1,0
Mike Edwards,28,TAM,S,5,2,0,6,3,47,0,76.4,14.8,35,12,6,1,1,0,0,2,11,0
Khalil Davis,28,2TM,DT,12,0,0,1,1,14,0,118.7,2,2,12,0,1,1,0,1,3,12,3
Khalil Davis,28,HOU,DT,9,0,0,1,1,14,0,118.7,2,2,12,0,0,1,0,1,2,9,2
Khalil Davis,28,SFO,DT,3,0,0,0,0,0,0,,,0,0,0,1,0,0,0,1,3,1
Kwon Alexander,30,2TM,LB,5,4,0,3,3,48,1,158.3,8,24,24,3,0,0,0,0,0,12,1
Kwon Alexander,30,DEN,LB,3,2,0,2,2,15,1,137.5,-0.5,-1,16,0,0,0,0,0,0,8,1
Kwon Alexander,30,DET,LB,2,2,0,1,1,33,0,118.7,25,25,8,3,0,0,0,0,0,4,0
Emmanuel Forbes,23,2TM,CB,8,2,1,13,9,113,0,63.9,13.8,77,36,0,0,0,0,0,0,12,5
Emmanuel Forbes,23,WAS,CB,6,1,1,8,6,75,0,64.1,13.4,58,17,0,0,0,0,0,0,7,3
Emmanuel Forbes,23,LAR,CB,2,1,0,5,3,38,0,83.7,14.6,19,19,0,0,0,0,0,0,5,2
Elijah Campbell,29,MIA,DB,17,1,0,6,3,33,0,66.7,9.2,26,7,1,1,0,0,0,1,11,4
Kevin Givens,27,SFO,DL,8,1,0,0,0,0,0,,,0,0,0,1,2,0,3.5,7,11,1
Demone Harris,29,ATL,DL,9,0,0,3,1,9,0,42.4,9.3,-4,13,0,1,1,0,0,2,11,0
Dyontae Johnson,24,NYG,LB,2,0,0,5,4,38,0,98.3,5.8,13,25,3,0,0,0,0,0,11,0
Al-Quadin Muhammad,29,DET,DL,9,2,0,3,1,3,0,42.4,4,-2,5,0,3,2,0,3,8,11,0
Siran Neal,30,MIA,CB,17,0,0,7,3,27,0,53.9,7.6,12,15,0,0,0,0,0,0,11,0
Derrick Nnadi,28,KAN,DT,17,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,11,2
Ruke Orhorhoro,23,ATL,DT,8,0,0,0,0,0,0,,,0,0,0,1,1,0,0,2,11,0
Rico Payton,25,NOR,CB,16,0,0,2,0,0,0,39.6,23,0,0,0,0,0,0,0,0,11,0
Duke Riley,30,MIA,LB,17,2,0,4,3,7,1,116.7,1.8,1,6,4,1,0,0,0,1,11,1
Nephi Sewell,26,NOR,LB,7,1,0,0,0,0,0,,,0,0,3,0,0,0,1,1,11,0
Cameron Thomas,24,2TM,DE,9,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,11,1
Cameron Thomas,24,KAN,DE,4,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1
Cameron Thomas,24,CLE,DE,5,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,11,0
Eyioma Uwazurike,26,DEN,DL,4,0,0,0,0,0,0,,,0,0,0,0,0,0,0.5,1,11,1
Tyus Bowser,29,2TM,LOLB,9,5,0,5,4,57,0,114.2,4.2,21,36,15,3,0,0,0,3,11,1
Tyus Bowser,29,SEA,OLB,2,1,0,1,1,10,0,108.3,4,4,6,3,1,0,0,0,1,1,1
Tyus Bowser,29,MIA,LOLB,7,4,0,4,3,47,0,113.5,4.3,17,30,12,2,0,0,0,2,10,0
Derrick Barnes,25,DET,LB,3,3,0,2,2,14,0,95.8,4.5,9,5,24,0,0,1,0,0,10,2
Isaiah Bolden,25,NWE,CB,14,0,0,15,8,57,0,62.4,9.1,12,45,0,0,0,0,0,0,10,2
AJ Finley,23,LAC,S,10,0,0,4,3,51,0,116.7,10,30,21,1,0,0,0,0,0,10,0
Jonathan Harris,28,CAR,DE,7,0,0,1,0,0,0,39.6,-1,0,0,0,0,1,0,0,1,10,1
Tre Hawkins,24,NYG,CB,3,1,1,9,3,30,0,4.2,13.1,27,3,0,0,0,0,0,0,10,2
Bruce Hector,30,NYJ,DL,6,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,10,0
Kevin King,29,ATL,CB,15,1,0,11,9,110,0,108.3,10.7,58,52,2,0,0,0,0,0,10,2
Jeremy McNichols,29,WAS,RB,17,1,0,1,1,43,0,118.7,2,2,41,0,0,0,0,0,0,10,2
Ifeatu Melifonwu,25,DET,S,3,3,0,7,5,48,0,90.2,6.7,32,16,8,2,1,0,1,4,10,0
Bilal Nichols,28,ARI,DL,6,5,0,0,0,0,0,,,0,0,0,0,1,0,0,1,10,2
Darius Robinson,23,ARI,DL,6,0,0,0,0,0,0,,,0,0,1,0,0,0,1,1,10,0
Brady Russell,26,SEA,TE,11,0,0,1,0,0,0,39.6,3,0,0,0,0,0,0,0,0,10,0
Greg Stroman,28,NYG,CB,4,1,0,12,9,115,1,132.3,10.3,66,49,3,1,0,0,0,1,10,2
Xavier Thomas,25,ARI,OLB,14,0,0,5,5,37,0,97.5,2.2,11,26,12,3,1,1,2.5,7,10,1
Josh Wallace,24,LAR,DB,17,3,0,15,8,49,0,60.1,5.5,-3,52,5,0,0,0,0,0,10,3
Jihad Ward,30,MIN,OLB,17,2,0,2,1,9,0,62.5,3,0,9,46,3,14,1,1,18,10,1
Kris Abrams-Draine,23,DEN,CB,5,1,1,16,7,85,0,34.6,12.4,63,22,0,0,0,0,0,0,9,0
Alex Austin,23,NWE,CB,9,3,0,22,10,93,2,87.9,13.1,56,37,0,0,0,0,0,0,9,2
Boogie Basham,27,NYG,OLB,4,0,0,0,0,0,0,,,0,0,0,0,1,1,0,1,9,0
Matthew Butler,25,LVR,DT,7,1,0,1,0,11,0,72.9,6,6,5,0,0,0,0,0,0,9,0
Brandon Codrington,24,BUF,DB,17,0,0,13,10,67,2,127.2,5,46,21,0,0,0,0,0,0,9,0
Dallis Flowers,27,IND,CB,4,0,0,7,7,125,1,158.3,7.7,54,71,0,0,0,0,0,0,9,3
C.J. Goodwin,34,DAL,CB,17,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,9,0
Dre Greenlaw,27,SFO,LB,2,2,0,3,2,24,0,91,-1,-3,27,1,0,0,0,0,0,9,0
Ty'Ron Hopper,23,GNB,LB,17,0,0,3,1,10,0,43.7,4.3,5,5,0,0,0,0,0,0,9,1
Khaleke Hudson,27,2TM,OLB,17,0,0,0,0,0,0,,,0,0,2,0,1,0,0,1,9,0
Khaleke Hudson,27,NOR,LB,1,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0
Khaleke Hudson,27,CLE,OLB,16,0,0,0,0,0,0,,,0,0,1,0,1,0,0,1,9,0
Caleb Johnson,26,JAX,LB,17,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,9,0
Vi Jones,26,TAM,LB,7,0,0,2,2,8,0,83.3,-1.5,-3,11,2,0,0,0,0,0,9,0
Jordan Magee,23,WAS,LB,8,1,0,1,0,0,0,39.6,-1,0,0,1,0,0,0,0,0,9,0
Takkarist McKinley,29,NYJ,DL,7,0,0,0,0,0,0,,,0,0,0,0,1,0,0.5,2,9,1
Jeremiah Moon,26,PIT,LB,13,1,0,0,0,0,0,,,0,0,3,0,0,0,0,0,9,0
David Ojabo,24,BAL,OLB,13,0,0,3,1,25,0,64.6,-0.3,-1,26,7,3,4,0,2,9,9,2
Jeff Okudah,25,HOU,CB,6,0,0,11,8,126,1,140.7,10.1,50,76,0,0,0,0,0,0,9,1
Kendall Sheffield,28,NYJ,CB,6,0,0,12,5,46,1,80.6,9.2,23,23,1,0,0,0,0,0,9,3
Mekhi Wingo,21,DET,DL,11,0,0,0,0,0,0,,,0,0,0,1,1,0,0,2,9,0
Jalyn Armour-Davis,25,BAL,CB,7,2,0,13,9,94,1,115.5,6.9,56,38,0,0,0,0,0,0,8,1
Kris Boyd,28,HOU,CB,17,0,0,4,2,63,0,95.8,24.5,51,12,0,0,0,0,0,0,8,2
Myles Cole,24,JAX,DE,8,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,8,3
Ali Gaye,26,TEN,OLB,15,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,8,1
Adam Gotsis,32,IND,DT,5,0,0,1,1,0,0,79.2,-6,-6,6,0,0,2,0,0,2,8,2
Jalen Graham,23,SFO,LB,8,0,0,1,1,5,0,87.5,5,5,0,3,0,0,0,0,0,8,0
James Houston,26,DET,LB,8,0,0,1,1,8,0,100,3,3,5,4,3,1,0,1,5,8,0
Thomas Incoom,25,CAR,OLB,8,0,0,1,1,4,0,83.3,4,4,0,2,0,1,0,0,1,8,0
John Johnson,29,LAR,S,2,1,1,4,3,17,0,42.7,4.8,9,8,0,0,0,0,0,0,8,1
Deane Leonard,25,LAC,DB,10,0,0,8,4,20,0,56.2,10.6,11,9,0,0,0,0,0,0,8,1
Deantre Prince,24,JAX,CB,10,0,0,13,5,80,1,85.4,10.6,45,35,0,0,0,0,0,0,8,4
Bo Richter,24,MIN,OLB,14,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,8,1
Drew Sanders,24,DEN,LB,4,0,0,2,2,16,0,100,5.5,11,5,1,0,0,0,1,1,8,0
Nesta Jade Silvera,24,LVR,DT,7,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,8,1
Qwan'tez Stiggers,22,NYJ,CB,14,1,0,5,4,24,0,86.7,-0.6,9,15,0,0,0,0,0,0,8,2
Sione Vaki,23,DET,RB,16,0,0,1,0,0,0,39.6,0,0,0,0,0,0,0,0,0,8,0
Alex Wright,24,CLE,DE,4,0,0,3,2,22,0,88.2,-2,-6,28,0,0,0,0,1,1,8,1
Adetomiwa Adebawore,23,IND,DT,16,0,0,0,0,0,0,,,0,0,0,0,1,0,1,2,7,1
Amare Barno,25,CAR,OLB,5,0,0,1,1,5,0,87.5,-3,-3,8,7,1,0,0,1,2,7,0
Tatum Bethune,23,SFO,LB,11,1,0,1,0,0,0,39.6,32,0,0,1,0,0,0,0,0,7,0
Julius Brents,24,IND,CB,2,1,0,6,4,79,0,109.7,15.3,67,12,0,0,0,0,0,0,7,1
Sydney Brown,24,PHI,S,11,0,1,1,0,0,0,0,21,0,0,0,0,0,0,0,0,7,0
Irvin Charles,27,NYJ,WR,13,0,0,1,0,0,0,39.6,0,0,0,0,0,0,0,0,0,7,0
Isaiah Davis,22,NYJ,RB,17,0,0,1,1,0,0,79.2,5,0,0,0,0,0,0,0,0,7,0
Terrell Edmunds,27,2TM,S,6,0,0,6,3,50,0,78.5,6.3,41,9,3,0,0,0,0,0,7,0
Terrell Edmunds,27,JAX,S,1,0,0,1,0,0,0,39.6,4,0,0,0,0,0,0,0,0,0,0
Terrell Edmunds,27,PIT,S,5,0,0,5,3,50,0,93.7,6.8,41,9,3,0,0,0,0,0,7,0
Art Green,24,NYG,CB,9,0,0,4,3,40,0,106.2,12.5,33,7,1,1,0,0,0,1,7,1
Antonio Hamilton,31,ATL,CB,11,0,0,3,3,48,2,158.3,13.7,41,7,3,0,0,0,0,0,7,1
Javon Hargrave,31,SFO,DL,3,3,0,0,0,0,0,,,0,0,0,2,0,0,1,3,7,0
Cedric Johnson,22,CIN,DE,9,0,0,0,0,0,0,,,0,0,0,1,3,0,1,5,7,0
Scott Matlock,24,LAC,FB/DL,17,11,0,1,0,0,0,39.6,-5,0,0,0,0,0,1,1,1,7,0
Fabian Moreau,30,MIN,CB,7,0,0,10,6,66,2,119.2,11.1,52,14,0,0,0,0,0,0,7,0
Dominique Robinson,26,CHI,DL,6,1,0,0,0,0,0,,,0,0,0,1,1,0,0,2,7,0
Ben Skowronek,27,PIT,WR,10,1,0,0,0,0,0,,,0,0,1,0,0,0,0,0,7,0
Keidron Smith,25,DEN,DB,9,0,0,1,1,17,0,118.7,5,5,12,1,0,0,0,0,0,7,1
Rodney Thomas II,26,IND,S,17,1,0,2,2,15,0,97.9,14.5,13,2,0,0,0,0,0,0,7,1
Armon Watts,28,NYG,DT,5,0,0,0,0,0,0,,,0,0,0,2,0,0,0,2,7,0
Jamal Adams,29,2TM,DB,5,3,0,3,3,38,0,118.7,0.7,2,36,4,0,0,0,0,0,7,2
Jamal Adams,29,TEN,SS,3,1,0,2,2,26,0,118.7,-2,-4,30,0,0,0,0,0,0,4,1
Jamal Adams,29,DET,DB,2,2,0,1,1,12,0,116.7,6,6,6,4,0,0,0,0,0,3,1
Myles Adams,26,2TM,DL,7,0,0,0,0,0,0,,,0,0,0,1,1,0,1,3,7,0
Myles Adams,26,SEA,DE,3,0,0,0,0,0,0,,,0,0,0,1,0,0,0,1,3,0
Myles Adams,26,DET,DL,4,0,0,0,0,0,0,,,0,0,0,0,1,0,1,2,4,0
Brian Asamoah,24,MIN,LB,17,0,0,3,3,37,0,118.1,5.3,16,21,11,0,0,0,0,0,6,0
Corey Ballentine,28,GNB,CB,15,1,0,8,4,56,1,112.5,15.3,40,16,0,0,0,0,0,0,6,1
Christian Barmore,25,NWE,DT,4,0,0,1,1,7,0,95.8,-1,-1,8,0,0,0,0,1,1,6,0
Michael Burton,32,DEN,FB,17,2,0,1,1,16,0,118.7,11,11,5,0,0,0,0,0,0,6,0
Tashaun Gipson,34,SFO,S,9,0,0,2,1,14,0,72.9,6.5,13,1,0,0,0,0,0,0,6,0
Shaka Heyward,24,CIN,LB,6,0,0,1,0,0,0,39.6,-6,0,0,0,0,0,0,0,0,6,0
Travis Homer,26,CHI,RB,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,6,1
Jarius Monroe,24,NYJ,S,5,0,0,2,0,14,0,56.2,11.5,14,0,0,0,0,0,0,0,6,0
Charles Omenihu,27,KAN,DE,6,1,0,0,0,0,0,,,0,0,0,2,1,0,1,4,6,2
Jayden Peevy,25,CAR,DT,4,0,0,0,0,0,0,,,0,0,0,0,2,1,1.5,4,6,0
Jaelan Phillips,25,MIA,LB,4,3,0,3,2,11,0,72.9,1,-1,12,3,1,0,1,1,2,6,1
Ennis Rakestraw,22,DET,CB,8,0,0,6,4,53,0,94.4,14,37,16,0,0,0,0,0,0,6,0
Christopher Smith,24,LVR,S,15,0,0,1,1,7,0,95.8,-2,-2,9,0,0,0,0,0,0,6,0
Edefuan Ulofoshio,24,BUF,LB,4,1,0,6,4,19,0,70.8,5.8,5,14,4,0,0,0,0,0,6,2
Jay Ward,24,MIN,S,16,0,0,1,1,0,0,79.2,3,0,0,4,0,1,0,0,1,6,0
Jordan Phillips,32,2TM,DT,9,0,1,2,1,13,0,31.2,-3,-6,19,0,3,2,0,0,5,6,3
Jordan Phillips,32,DAL,DT,2,0,0,0,0,0,0,,,0,0,0,1,1,0,0,2,1,0
Jordan Phillips,32,BUF,DT,7,0,1,2,1,13,0,31.2,-3,-6,19,0,2,1,0,0,3,5,3
Christian Braswell,25,JAX,CB,3,0,0,2,2,13,0,93.7,-3,-6,19,0,0,0,0,0,0,5,2
Natrone Brooks,25,ATL,CB,9,0,0,6,4,32,0,79.9,2.8,13,19,2,0,1,0,0,1,5,0
Amari Gainer,24,LVR,LB,17,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,5,0
Myles Harden,23,CLE,CB,4,0,0,6,4,48,0,91,8,34,14,0,0,0,0,0,0,5,0
Marquis Haynes,31,CAR,OLB,2,1,0,0,0,0,0,,,0,0,3,1,0,0,0,1,5,0
Jerry Hughes,36,HOU,DE,7,0,0,1,1,33,0,118.7,-7,-7,40,0,0,0,0,0,0,5,0
Anthony Johnson,25,NYG,S,9,0,0,1,0,0,0,39.6,5,0,0,1,0,0,1,0,0,5,0
Dean Lowry,30,PIT,DT,12,1,0,0,0,0,0,,,0,0,0,0,0,1,1,1,5,1
Arthur Maulet,31,BAL,CB,3,0,0,6,3,25,0,61.1,10.7,15,10,4,1,0,0,0,1,5,1
Mike Morris,23,SEA,DE,15,0,0,0,0,0,0,,,0,0,0,1,0,0,0,1,5,0
Janarius Robinson,25,LVR,DE,10,1,0,0,0,0,0,,,0,0,0,1,1,1,0.5,3,5,1
Keith Taylor,26,KAN,CB,11,0,0,5,5,23,2,125.4,2.4,12,11,0,0,0,0,0,0,5,0
Divaad Wilson,24,NYG,CB,3,0,0,4,3,34,0,100,7.5,21,13,1,0,0,0,0,0,5,0
Matthew Adams,29,NYG,LB,13,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,4,1
Artie Burns,29,SEA,CB,4,0,0,7,3,29,0,55.1,6.4,18,11,3,0,0,0,0,0,4,0
Jaylan Ford,23,NOR,LB,8,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,4,0
Adisa Isaac,23,BAL,OLB,4,0,0,0,0,0,0,,,0,0,0,1,0,1,0,1,4,0
DJ Ivey,24,CIN,CB,11,0,0,5,1,8,0,39.6,17.2,7,1,2,0,0,0,0,0,4,0
Kareem Jackson,36,BUF,S,2,0,0,3,1,4,0,42.4,9.3,4,0,2,0,0,0,0,0,4,1
Curtis Jacobs,22,NWE,LB,9,2,0,1,1,9,0,104.2,9,9,0,0,0,0,0,0,0,4,0
Jermaine Johnson II,25,NYJ,LB,2,2,0,1,1,7,0,95.8,-3,-3,10,4,1,0,0,0,1,4,1
Patrick Johnson,26,NYG,OLB,12,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,4,2
Justin Jones,28,ARI,DL,3,3,0,1,0,0,0,39.6,-8,0,0,0,0,1,0,0,1,4,1
Khalid Kareem,26,ATL,OLB,2,0,0,0,0,0,0,,,0,0,0,1,0,0,0,1,4,0
DeMarvin Leal,24,PIT,DE,5,0,0,0,0,0,0,,,0,0,2,1,1,0,0,2,4,0
Eku Leota,25,CAR,OLB,2,1,0,2,2,8,0,83.3,0,0,8,3,0,0,0,1,1,4,0
Bobby McCain,31,MIN,S,3,0,0,4,3,30,0,95.8,5.3,21,9,1,0,0,0,0,0,4,0
Esezi Otomewo,26,JAX,DT,4,2,0,0,0,0,0,,,0,0,0,1,1,0,0.5,3,4,0
Josh Ross,25,SEA,LB,10,0,0,1,1,2,1,118.7,-2,-2,4,0,0,0,0,0,0,4,0
Noah Sewell,22,CHI,LB,9,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,4,0
Tremon Smith,28,DEN,CB,17,0,0,1,0,0,0,39.6,11,0,0,0,0,0,0,0,0,4,0
T.J. Tampa,22,BAL,CB,7,0,0,1,1,4,0,83.3,4,4,0,0,0,0,0,0,0,4,1
Chris Wormley,31,BAL,DL,2,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,4,1
Mitchell Agude,25,DET,LB,4,0,0,1,1,1,0,79.2,-6,-6,7,1,0,0,0,0,0,3,2
Daijahn Anthony,24,CIN,S,13,0,0,1,0,0,0,39.6,17,0,0,0,0,0,0,0,0,3,0
Joe Bachie,26,CIN,LB,12,0,0,2,2,13,0,93.7,-0.5,-1,14,4,1,0,0,0,1,3,1
Shemar Bartholomew,24,CAR,CB,5,0,0,6,3,26,1,101.4,10.5,26,0,0,0,0,0,0,0,3,0
Dicaprio Bootle,27,LAC,CB,6,0,0,1,1,11,0,112.5,5,5,6,0,0,0,0,0,0,3,1
Swayze Bozeman,26,KAN,LB,3,0,0,1,1,3,0,79.2,2,2,1,0,0,0,0,0,0,3,0
Beau Brade,22,BAL,S,11,0,0,1,1,30,0,118.7,-1,-1,31,1,0,0,0,0,0,3,1
Deon Bush,31,KAN,DB,2,0,0,1,1,8,0,100,4,4,4,0,0,0,0,0,0,3,0
DJ Coleman,26,JAX,DE,1,0,0,1,1,7,0,95.8,-1,-1,8,0,0,0,0,0,0,3,0
Jalen Davis,28,CIN,CB,2,0,0,5,3,29,0,76.2,16.4,24,5,3,0,0,0,0,0,3,1
Akayleb Evans,25,CAR,CB,2,1,0,7,4,43,0,75.3,9.4,25,18,0,0,0,0,0,0,3,3
Tre Flowers,29,JAX,CB,4,0,0,3,3,25,0,101.4,4.7,14,11,1,0,0,0,0,0,3,1
Joe Gaziano,28,JAX,DE,3,0,0,0,0,0,0,,,0,0,0,1,0,0,0,1,3,1
Joe Giles-Harris,27,NWE,LB,3,0,0,2,2,13,0,93.7,-1,-2,15,1,0,1,0,0,1,3,0
K.J. Henry,25,DAL,DE,2,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,3,0
