Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Yds,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl
Charles Harris,27,DET,DE,6,4,0,1,1,15,1,158.3,14,14,1,2,1,2,1,1,4,14,0
Neville Hewitt,29,HOU,LB,14,0,0,2,2,24,0,116.7,1.5,3,21,0,0,0,0,0,0,14,0
Drake Jackson,21,SFO,DE,15,0,1,1,1,33,0,79.2,0,0,33,0,2,2,6,3,7,14,0
DeMarvin Leal,22,PIT,DE,11,2,0,1,0,0,0,39.6,-2,0,0,0,0,0,2,0,0,14,3
Tyquan Lewis,27,IND,DE,7,4,0,0,0,0,0,,,0,0,0,3,3,1,1,7,14,2
Zech McPhearson,24,PHI,CB,17,0,0,6,3,40,0,71.5,8.8,39,1,0,0,0,0,1,1,14,0
Ifeatu Melifonwu,23,DET,S,10,1,0,6,4,49,1,131.2,6.2,20,29,1,0,0,0,0.5,1,14,1
Otito Ogbonnia,22,LAC,DT,7,1,0,0,0,0,0,,,0,0,0,2,0,0,0,2,14,2
Azeez Ojulari,22,NYG,LDE,7,5,0,2,1,5,0,56.2,-2,-4,9,14,3,4,0,5.5,13,14,2
Reggie Ragland,29,CLE,LB,4,2,0,1,0,0,0,39.6,1,0,0,0,0,0,0,0,0,14,0
Jarrad Davis,28,2TM,LB,4,1,0,2,1,33,0,95.8,17.5,28,5,4,1,0,1,0.5,2,14,0
Jarrad Davis,28,DET,LB,3,0,0,2,1,33,0,95.8,17.5,28,5,0,0,0,1,0,0,3,0
Jarrad Davis,28,NYG,LB,1,1,0,0,0,0,0,,,0,0,4,1,0,0,0.5,2,11,0
Dean Marlowe,30,2TM,S,12,2,0,7,6,146,1,158.3,18.6,130,16,1,0,0,0,0,0,14,2
Dean Marlowe,30,ATL,S,8,1,0,5,4,112,1,158.3,20.4,102,10,0,0,0,0,0,0,11,1
Dean Marlowe,30,BUF,S,4,1,0,2,2,34,0,118.7,14,28,6,1,0,0,0,0,0,3,1
Jacob Martin,27,2TM,DE,13,0,0,1,1,8,0,100,0,0,8,4,5,1,0,2.5,9,14,2
Jacob Martin,27,NYJ,DE,8,0,0,0,0,0,0,,,0,0,1,5,1,0,1.5,8,8,1
Jacob Martin,27,DEN,DE,5,0,0,1,1,8,0,100,0,0,8,3,0,0,0,1,1,6,1
Tyson Alualu,35,PIT,NT,17,2,0,0,0,0,0,,,0,0,0,2,1,1,0.5,4,13,1
Anthony Averett,28,LVR,FS,7,6,0,18,12,173,2,134.7,10.2,138,35,0,0,0,0,0,0,13,2
Tyus Bowser,27,BAL,LB,9,4,0,10,3,32,0,40.4,0.9,8,24,8,4,1,1,2,7,13,1
Kris Boyd,26,MIN,DB,17,0,0,5,4,25,1,127.1,2.2,10,15,0,0,0,0,0,0,13,0
K.J. Britt,23,TAM,LB,12,0,0,1,1,14,0,118.7,12,12,2,1,0,0,0,0,0,13,0
Chris Claybrooks,25,JAX,CB,17,0,0,3,3,34,0,113.9,7.3,22,12,0,0,0,0,0,0,13,0
Nakobe Dean,22,PHI,LB,17,0,0,3,3,12,0,83.3,2.3,7,5,0,0,0,0,0,0,13,0
Erik Harris,32,ATL,S,14,1,0,5,5,55,0,112.5,4.8,24,31,1,0,0,0,0,0,13,0
Terrell Lewis,24,LAR,LB,11,3,1,11,6,29,0,22.2,0.4,-10,39,17,0,2,1,1,3,13,2
Greg Mabin,28,TEN,DB,6,0,0,15,9,133,0,89,15.5,115,18,0,0,0,0,0,0,13,0
Ambry Thomas,23,SFO,CB,15,0,0,6,5,51,0,102.1,12.5,45,6,0,0,0,0,0,0,13,0
Tommy Togiai,23,CLE,DT,12,2,0,1,0,0,0,39.6,1,0,0,0,1,1,1,0.5,3,13,0
Nick Vigil,29,ARI,LB,4,2,0,11,8,97,0,99.4,7.3,54,43,3,0,0,0,0,0,13,4
Anthony Walker,27,CLE,LB,3,3,0,8,3,-8,0,45.8,1.9,-11,3,4,4,0,0,0,4,13,0
Garret Wallow,23,HOU,LB,13,3,0,5,2,60,0,85.4,11.4,21,39,0,0,0,0,0,0,13,1
Andrew Booth,22,MIN,CB,6,1,0,13,11,129,0,108,8.6,87,42,0,0,0,0,0,0,12,2
Elijah Campbell,27,MIA,DB,16,1,0,7,3,18,0,50.3,8.1,14,4,8,0,1,0,0,1,12,0
Matt Dickerson,27,ATL,DE,6,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,12,0
Neil Farrell,24,LVR,DT,9,0,0,0,0,0,0,,,0,0,0,0,2,0,0,2,12,1
Clayton Fejedelem,29,MIA,S,13,0,0,7,4,72,0,92.6,11.3,47,25,2,0,0,0,0,0,12,0
Jordan Fuller,24,LAR,DB,3,1,0,7,5,42,0,86.6,3.9,32,10,0,0,0,0,0,0,12,1
Randy Gregory,30,DEN,DE,6,3,0,0,0,0,0,,,0,0,22,1,5,0,2,8,12,1
Grant Haley,26,LAR,DB,4,1,0,14,8,59,0,67.3,6.5,22,37,0,0,0,0,0,0,12,2
Logan Hall,22,TAM,DE,17,0,0,0,0,0,0,,,0,0,1,2,3,0,2.5,8,12,0
Harrison Hand,24,CHI,CB,4,1,0,9,7,63,0,95.8,5.9,32,31,0,0,0,0,0,0,12,0
Marcell Harris,28,NYJ,LB,11,0,0,2,2,9,0,85.4,1.5,3,6,0,0,0,0,0,0,12,3
Christian Holmes,25,WAS,CB,17,2,0,8,7,106,1,158.3,11.6,75,31,0,0,0,0,0,0,12,2
James Houston,24,DET,LB,7,2,0,0,0,0,0,,,0,0,10,2,3,0,8,13,12,0
C.J. Moore,27,DET,S,11,0,0,3,2,72,1,149.3,21.3,47,25,2,0,1,0,0,1,12,1
Isaac Rochell,27,CLE,DE,6,1,0,1,1,6,0,91.7,3,3,3,1,0,2,0,0,2,12,0
Michael Thomas,32,CIN,S,16,0,0,0,0,0,0,,,0,0,2,0,0,0,0,0,12,0
Jordan Willis,27,SFO,DE,9,0,0,0,0,0,0,,,0,0,0,0,2,0,2,4,12,0
Sidney Jones,26,2TM,CB,10,2,0,14,8,99,0,79.2,11.3,91,8,1,0,0,0,0,0,12,0
Sidney Jones,26,SEA,CB,3,0,0,7,4,49,0,78.9,9,52,-3,1,0,0,0,0,0,5,0
Sidney Jones,26,LVR,CB,7,2,0,7,4,50,0,79.5,13.6,39,11,0,0,0,0,0,0,7,0
Trysten Hill,24,2TM,DT,13,0,0,0,0,0,0,,,0,0,0,0,5,0,1,6,12,0
Trysten Hill,24,DAL,DT,7,0,0,0,0,0,0,,,0,0,0,0,3,0,0,3,6,0
Trysten Hill,24,ARI,DT,6,0,0,0,0,0,0,,,0,0,0,0,2,0,1,3,6,0
Arik Armstead,29,SFO,RDT,9,9,0,1,1,14,0,118.7,-1,-1,15,1,2,4,0,0,6,11,0
Chris Banjo,32,ARI,DB,13,1,0,0,0,0,0,,,0,0,1,0,0,0,0,0,11,0
Terrell Burgess,24,LAR,S,7,1,0,2,2,27,0,118.7,11.5,23,4,1,0,0,0,0,0,11,1
Deon Bush,29,KAN,DB,16,0,0,2,0,0,0,39.6,20.5,0,0,2,0,0,0,0,0,11,0
Darien Butler,22,LVR,LB,15,0,0,1,1,18,0,118.7,14,14,4,0,0,0,0,0,0,11,0
Percy Butler,22,WAS,S,15,0,0,6,3,19,1,96.5,21,19,0,1,0,0,0,0,0,11,0
Carl Davis,30,NWE,DT,16,2,0,0,0,0,0,,,0,0,0,1,0,0,1,2,11,2
Christian Elliss,23,PHI,LB,6,0,0,2,1,10,0,64.6,6.5,9,1,0,0,0,0,0,0,11,1
Matthias Farley,30,LVR,S,17,0,0,1,1,7,0,95.8,0,0,7,0,0,0,0,0,0,11,0
Khaleke Hudson,25,WAS,S,13,1,0,1,1,12,0,116.7,8,8,4,3,0,1,0,0,1,11,0
Lonnie Johnson Jr.,27,TEN,CB,12,0,0,6,3,46,1,115.3,19.5,31,15,0,0,0,0,0,0,11,2
Patrick Johnson,24,PHI,DE,16,0,0,5,3,22,1,110,-0.4,2,20,18,2,3,0,0,5,11,1
Harvey Langi,30,LVR,LB,2,2,0,8,6,49,0,90.1,2.6,21,28,2,0,1,0,0,1,11,0
Shaquille Leonard,27,IND,LB,3,1,1,9,8,74,3,100.9,3.8,20,54,1,0,0,0,0,0,11,0
Emmanuel Ogbah,29,MIA,DE,9,3,0,0,0,0,0,,,0,0,3,4,4,0,1,9,11,1
Sam Okuayinonu,24,TEN,DT,6,0,0,0,0,0,0,,,0,0,0,0,0,0,0.5,1,11,0
AJ Parker,24,DET,DB,3,0,0,11,9,150,1,149.1,12.8,95,55,0,0,0,0,0,0,11,0
Kyle Peko,29,LVR,DT,8,0,0,2,2,27,0,118.7,4,8,19,0,1,0,1,0,1,11,0
Troy Reeder,28,LAC,LB,17,0,0,3,2,48,0,109.7,9.7,12,36,4,0,0,0,0,0,11,0
Greedy Williams,25,CLE,CB,11,1,0,10,9,163,2,158.3,13.1,98,65,0,0,0,0,0,0,11,2
Ben Banogu,26,IND,LB,16,0,0,3,2,15,0,78.5,-4,-6,21,0,4,0,0,0,4,10,1
Joey Bosa,27,LAC,LDE,5,4,0,1,1,21,0,118.7,5,5,16,10,0,3,0,2.5,6,10,0
K'Lavon Chaisson,23,JAX,LB,9,0,0,0,0,0,0,,,0,0,3,1,2,0,1,4,10,0
Justin Coleman,29,SEA,DB,12,0,0,6,4,34,0,81.2,2.3,0,34,0,0,0,0,0,0,10,1
Caleb Farley,24,TEN,CB,9,1,0,12,8,198,1,137.5,17,154,44,0,0,0,0,0,0,10,2
Noah Igbinoghene,23,MIA,CB,9,2,1,23,12,142,2,82.2,13.1,100,42,1,0,0,0,0,0,10,1
Jamir Jones,24,PIT,LB,17,0,0,1,1,13,0,118.7,5,5,8,3,0,0,1,0,0,10,0
Quentin Lake,23,LAR,S,9,0,0,2,2,39,0,118.7,12,24,15,0,0,0,0,1,1,10,1
Rashard Lawrence,24,ARI,NT,5,5,0,1,1,6,0,91.7,-3,-3,9,5,1,0,0,0,1,10,0
Giovanni Ricci,26,CAR,TE,15,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,10,1
Ndamukong Suh,35,PHI,DT,8,0,0,0,0,0,0,,,0,0,0,0,0,0,1,2,10,0
Kendal Vickers,27,LVR,DT,8,0,0,1,1,8,0,100,3,3,5,0,0,1,0,0,1,10,0
Robert Quinn,32,2TM,LDE,13,7,0,2,1,6,0,56.2,-3.5,-3,9,2,6,4,0,1,11,10,1
Robert Quinn,32,CHI,LDE,7,7,0,2,1,6,0,56.2,-3.5,-3,9,1,4,2,0,1,7,8,1
Robert Quinn,32,PHI,DE,6,0,0,0,0,0,0,,,0,0,1,2,2,0,0,4,2,0
Amare Barno,23,CAR,DE,9,0,0,2,2,-1,0,79.2,-4.5,-9,8,0,1,0,0,2,3,9,0
Earnest Brown IV,23,LAR,DE,5,3,0,0,0,0,0,,,0,0,0,2,0,0,0,2,9,1
Austin Bryant,26,DET,DE,9,0,0,2,1,1,1,95.8,-0.5,1,0,0,2,3,1,0,5,9,0
T.J. Carrie,32,CAR,CB,7,0,0,6,6,107,1,158.3,14.5,87,20,3,0,0,0,0,0,9,0
Chase Hansen,29,NOR,LB,11,1,0,1,1,10,0,108.3,3,3,7,0,0,0,0,0,0,9,0
Travis Homer,24,SEA,RB,10,1,0,0,0,0,0,,,0,0,1,0,0,0,0,0,9,0
Malcolm Koonce,24,LVR,LB,17,0,0,1,1,2,0,79.2,-3,-3,5,0,2,0,0,0,2,9,0
Mark Robinson,23,PIT,LB,4,2,0,2,2,33,0,118.7,6.5,13,20,1,0,0,0,0,0,9,0
Teez Tabor,27,SEA,S,10,1,0,6,4,61,0,100,12.5,49,12,0,0,0,0,0,0,9,1
Isaiah Thomas,24,CLE,DE,10,0,0,0,0,0,0,,,0,0,5,2,1,2,1,4,9,3
Ryder Anderson,24,NYG,DT,7,2,0,0,0,0,0,,,0,0,0,2,0,0,2,4,8,0
Bobby Brown,22,LAR,DT,9,1,0,0,0,0,0,,,0,0,0,3,0,0,0,3,8,0
Austin Calitro,28,NYG,LB,5,2,0,3,3,28,1,145.1,7,21,7,2,0,0,0,0,0,8,0
DeeJay Dallas,24,SEA,RB,15,0,0,1,0,0,0,39.6,10,0,0,0,0,0,0,0,0,8,0
Brandin Echols,25,NYJ,CB,13,0,0,14,7,102,1,97.9,11.2,60,42,0,0,0,0,0,0,8,1
Jonathan Garvin,23,GNB,DE,14,0,0,0,0,0,0,,,0,0,21,1,2,2,0,3,8,0
Joe Gaziano,26,LAC,DE,5,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,8,0
C.J. Ham,29,MIN,FB,17,4,0,1,0,0,0,39.6,14,0,0,0,0,0,0,0,0,8,0
Kyron Johnson,24,PHI,LB,16,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,8,0
T.Y. McGill,30,SFO,DT,9,0,0,0,0,0,0,,,0,0,0,1,2,0,0,3,8,1
Tarvarius Moore,26,SFO,DB,13,0,0,2,1,17,0,79.2,14.5,15,2,0,0,0,0,0,0,8,0
Josh Norman,35,CAR,CB,2,1,0,8,6,87,1,149.5,10.6,42,45,0,0,0,0,0,0,8,0
Romeo Okwara,27,DET,DE,5,0,0,0,0,0,0,,,0,0,1,0,0,0,2,2,8,0
Christian Rozeboom,25,LAR,LB,17,0,0,1,1,1,0,79.2,-3,-3,4,0,0,0,0,0,0,8,0
Brandon Smith,21,CAR,LB,12,1,0,5,4,14,0,79.2,4.6,-2,16,0,0,0,0,0,0,8,1
Greg Stroman,26,CHI,DB,2,1,1,6,4,28,0,37.5,10.7,22,6,0,0,0,0,0,0,8,0
Shaka Toney,24,WAS,DE,16,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,8,0
Tershawn Wharton,24,KAN,DT,5,0,0,2,2,12,0,91.7,1,2,10,2,0,4,0,1,5,8,2
Daryl Worley,27,BAL,CB,8,1,0,11,6,59,1,100.2,14.6,44,15,0,0,0,0,0,0,8,0
Taylor Stallworth,27,2TM,DT,7,0,0,1,1,5,0,87.5,1,1,4,0,0,1,0,0,1,8,0
Taylor Stallworth,27,KAN,DT,6,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,4,0
Taylor Stallworth,27,HOU,DT,1,0,0,1,1,5,0,87.5,1,1,4,0,0,0,0,0,0,4,0
Tony Brown,27,IND,DB,16,0,0,0,0,0,0,,,0,0,1,0,0,0,1,1,7,0
L.J. Collier,27,SEA,DE,8,0,0,0,0,0,0,,,0,0,0,0,1,2,0,1,7,1
Micah Hyde,32,BUF,S,2,2,0,3,2,17,0,81.2,9,-1,18,1,0,0,0,0,0,7,0
Chris Lammons,26,KAN,CB,16,0,0,5,3,40,0,85.4,7.4,19,21,0,0,0,0,0,0,7,0
Ja'Quan McMillian,22,DEN,CB,1,1,0,12,6,94,0,76.4,10.3,43,51,0,0,0,0,0,0,7,1
Devon Kennard,31,2TM,LB,7,2,0,7,7,68,1,146.7,-0.1,-1,69,9,2,1,0,0,3,7,0
Devon Kennard,31,ARI,LB,5,1,0,6,6,59,1,147.2,-1.2,-7,66,9,2,1,0,0,3,3,0
Devon Kennard,31,BAL,LB,2,1,0,1,1,9,0,104.2,6,6,3,0,0,0,0,0,0,4,0
Jalyn Armour-Davis,23,BAL,CB,4,1,0,12,11,226,2,158.3,12.5,135,91,1,0,0,0,0,0,6,3
Montaric Brown,23,JAX,CB,8,1,0,9,6,81,0,95.1,14,48,33,0,0,0,0,0,0,6,1
Jabril Cox,24,DAL,LB,9,0,0,4,3,21,0,86.5,4,10,11,0,0,0,0,0,0,6,0
Tyler Coyle,24,DAL,S,1,0,0,4,3,39,0,105.2,3.5,14,25,0,0,0,0,0,0,6,0
Michael Dwumfour,24,HOU,DT,7,0,0,0,0,0,0,,,0,0,3,1,3,0,0,4,6,2
Innis Gaines,24,GNB,S,7,1,0,2,1,7,0,58.3,8.5,6,1,1,0,0,0,0,0,6,1
Thomas Graham,23,CLE,CB,7,0,0,6,6,39,0,93.7,2,12,27,0,0,0,0,0,0,6,0
Malik Herring,25,KAN,DE,7,0,0,1,1,4,0,83.3,2,2,2,0,0,0,0,0,0,6,1
Bryce Huff,24,NYJ,DE,14,0,0,0,0,0,0,,,0,0,2,6,6,0,3.5,16,6,0
Josh Jackson,26,PIT,CB,4,1,0,7,5,60,1,136.9,8.7,54,6,0,0,0,0,0,0,6,0
Gregory Junior,23,JAX,CB,1,0,0,5,3,41,0,86.2,12,37,4,0,0,0,0,0,0,6,0
Elijah Lee,26,KAN,LB,5,0,0,1,1,22,0,118.7,-5,-5,27,0,0,0,0,0,0,6,1
Jordan Mason,23,SFO,RB,16,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,6,2
Larrell Murchison,25,LAR,DT,3,0,0,0,0,0,0,,,0,0,0,0,0,0,2,2,6,1
Daviyon Nixon,24,CAR,DT,7,0,0,0,0,0,0,,,0,0,1,1,0,0,0,1,6,0
Pat O'Connor,29,TAM,DE,17,0,0,0,0,0,0,,,0,0,1,0,1,0,0,1,6,1
Amen Ogbongbemiga,24,LAC,LB,17,0,0,2,1,19,0,83.3,9,17,2,0,0,0,0,0,0,6,0
Michael Pierce,30,BAL,NT,3,3,0,0,0,0,0,,,0,0,0,1,1,0,0,2,6,1
Aaron Robinson,24,NYG,CB,2,2,0,6,2,28,0,49.3,18.5,19,9,0,0,0,0,0,0,6,0
J.J. Russell,24,TAM,LB,6,0,0,1,1,11,0,112.5,5,5,6,0,0,0,0,0,0,6,0
Baylon Spector,24,BUF,LB,6,0,0,5,4,26,0,88.3,3.8,18,8,0,0,0,0,0,0,6,1
Rachaad White,23,TAM,RB,17,8,0,0,0,0,0,,,0,0,0,0,0,0,0,0,6,1
Tae Hayes,25,2TM,DB,7,0,0,3,1,6,0,42.4,4.7,2,4,0,0,0,0,0,0,6,0
Tae Hayes,25,CAR,DB,5,0,0,1,0,0,0,39.6,2,0,0,0,0,0,0,0,0,3,0
Tae Hayes,25,NWE,DB,2,0,0,2,1,6,0,56.2,6,2,4,0,0,0,0,0,0,3,0
Ugo Amadi,25,TEN,DB,2,0,0,4,3,19,0,84.4,-0.3,2,17,5,0,0,0,0,0,5,2
Genard Avery,27,TAM,LB,9,0,0,1,0,0,0,39.6,7,0,0,3,0,4,0,1,5,5,0
Corey Ballentine,26,GNB,DB,8,0,0,2,2,14,1,135.4,7,14,0,1,0,0,0,0,0,5,1
Tarell Basham,28,TEN,OLB,5,0,0,0,0,0,0,,,0,0,2,2,0,0,0,2,5,0
Matthew Butler,23,LVR,DT,6,0,0,0,0,0,0,,,0,0,0,0,0,0,0.5,1,5,0
Andre Chachere,26,PHI,S,7,0,0,1,0,0,0,39.6,9,0,0,0,0,0,0,0,0,5,0
Brandon Copeland,31,BAL,LB,3,0,0,1,1,7,0,95.8,1,1,6,1,1,0,0,1,2,5,2
Ashtyn Davis,26,NYJ,S,14,0,1,2,1,27,0,56.2,19,20,7,0,0,0,0,0,0,5,0
Elijah Molden,23,TEN,CB,2,1,0,3,1,9,0,42.4,13,2,7,2,0,1,0,0,1,5,0
Esezi Otomewo,24,MIN,DE,5,0,0,1,1,-1,0,79.2,-4,-4,3,0,0,0,0,0,0,5,0
Del'Shawn Phillips,26,BAL,LB,16,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,5,0
Anthony Pittman,26,DET,LB,17,1,0,2,1,10,0,64.6,9.5,13,-3,2,1,1,0,0,2,5,0
John Reid,26,TEN,S,3,1,0,4,4,35,0,103.1,4.8,19,16,1,0,1,0,0,1,5,0
Elijah Riley,24,PIT,S,4,0,0,2,1,2,0,56.2,11,0,2,0,0,0,0,0,0,5,0
Robert Rochell,24,LAR,DB,17,0,0,1,1,4,1,122.9,4,4,0,0,0,0,0,0,0,5,1
Chase Young,23,WAS,DE,3,2,0,2,0,0,0,39.6,-5.5,0,0,0,0,1,1,0,1,5,0
Kingsley Jonathan,24,2TM,DE,6,0,0,0,0,0,0,,,0,0,0,2,0,0,0,2,5,0
Kingsley Jonathan,24,CHI,DE,5,0,0,0,0,0,0,,,0,0,0,1,0,0,0,1,4,0
Kingsley Jonathan,24,BUF,DE,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,1,1,0
Khari Blasingame,26,CHI,FB,16,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,4,1
Michael Brockers,32,DET,LDT,6,5,0,0,0,0,0,,,0,0,0,1,1,1,0,2,4,0
Tre Brown,25,SEA,DB,6,0,0,3,3,39,0,118.7,12,36,3,0,0,0,0,0,0,4,0
Ja'Marr Chase,22,CIN,WR,12,12,0,1,1,3,0,79.2,2,2,1,0,0,0,0,0,0,4,0
Samuel Eguavoen,29,MIA,LB,17,0,0,4,4,5,4,118.7,0.5,2,3,1,0,0,0,0,0,4,0
Milo Eifler,24,WAS,LB,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,4,1
Trey Flowers,29,MIA,LB,4,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,4,0
Daniel Hardy,24,LAR,LB,6,0,0,0,0,0,0,,,0,0,2,0,0,0,0,0,4,0
Demone Harris,27,HOU,DE,3,0,0,0,0,0,0,,,0,0,0,1,0,1,0,1,4,1
Darryl Johnson,25,SEA,DE,4,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,4,1
Javon Kinlaw,25,SFO,LDT,6,6,0,1,1,5,0,87.5,-3,-3,8,0,3,0,0,0,3,4,1
Justin Layne,24,NYG,CB,7,0,0,2,1,9,0,62.5,5.5,8,1,0,0,0,0,0,0,4,0
Hamsah Nasirildeen,23,NYJ,LB,7,0,0,1,1,11,0,112.5,11,11,0,0,0,0,0,0,0,4,0
Kevin Pierre-Louis,31,HOU,LB,2,0,0,3,0,0,0,39.6,10,0,0,2,1,0,0,0,1,4,1
Bobby Price,24,DET,CB,5,0,0,4,2,47,1,132.3,15.5,35,12,1,0,0,0,0,0,4,1
Xavier Rhodes,32,BUF,CB,2,1,0,7,5,49,0,90.8,8.7,36,13,0,0,0,0,0,0,4,2
Keir Thomas,24,LAR,LB,8,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,4,1
Tommy Tremble,22,CAR,TE,17,4,0,1,0,0,0,39.6,20,0,0,0,0,0,0,0,0,4,0
Luiji Vilain,24,MIN,LB,3,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,4,0
Derek Watt,30,PIT,FB,17,3,0,0,0,0,0,,,0,0,1,0,0,0,0,0,4,0
Sterling Weatherford,23,CHI,LB,14,0,0,2,2,19,0,106.2,2,4,15,0,0,0,0,0,0,4,0
Jamal Adams,27,SEA,S,1,1,0,2,0,0,0,39.6,8.5,0,0,1,0,1,0,0,1,3,0
Olasunkanmi Adeniyi,25,TEN,LB,3,1,0,0,0,0,0,,,0,0,6,0,0,0,0,0,3,0
Quinton Bell,26,ATL,LB,4,0,0,0,0,0,0,,,0,0,0,2,0,0,0,2,3,0
Dicaprio Bootle,25,KAN,DB,4,0,0,2,0,0,0,39.6,11.5,0,0,0,0,0,0,0,0,3,0
Tevaughn Campbell,29,JAX,DB,5,0,0,6,3,62,0,86.8,15.7,56,6,0,0,0,0,0,0,3,0
Taco Charlton,28,CHI,DE,5,0,0,2,2,13,0,93.7,-0.5,-1,14,0,0,0,0,0,0,3,1
Xavier Crawford,27,SEA,DB,6,0,0,1,1,6,0,91.7,6,6,0,0,0,0,0,0,0,3,0
Kyle Fuller,30,BAL,CB,1,1,0,7,3,23,0,51.5,6.3,23,0,0,0,0,0,0,0,3,1
Kylen Granson,24,IND,TE,13,4,0,1,0,0,0,39.6,8,0,0,0,0,0,0,0,0,3,0
Christopher Hinton,22,LAC,T,4,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,3,0
Ja'Marcus Ingram,25,BUF,CB,2,0,0,5,2,38,0,67.1,10.4,24,14,0,0,0,0,0,0,3,0
Lamar Jackson,24,2TM,DB,8,0,0,11,4,88,0,65.7,14.4,65,23,0,0,0,0,0,0,3,0
Lamar Jackson,24,CHI,DB,5,0,0,1,0,0,0,39.6,2,0,0,0,0,0,0,0,0,0,0
Lamar Jackson,24,DEN,CB,3,0,0,10,4,88,0,72.1,15.6,65,23,0,0,0,0,0,0,3,0
Jackrabbit Jenkins,34,SFO,DB,2,0,0,2,2,22,0,112.5,7.5,15,7,0,0,0,0,0,0,3,1
Chase Lucas,25,DET,CB,6,0,0,1,1,6,0,91.7,3,3,3,0,0,0,0,0,0,3,0
Jesse Luketa,23,ARI,LB,7,0,0,1,0,0,0,39.6,0,0,0,2,0,0,0,0,0,3,1
Chris Olave,22,NOR,WR,15,9,0,1,0,0,0,39.6,19,0,0,0,0,0,0,0,0,3,0
Kevon Seymour,29,BAL,DB,14,0,0,1,0,0,0,39.6,12,0,0,0,0,0,0,0,0,3,0
Elerson Smith,24,NYG,LB,5,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,3,0
Ben Stille,25,CLE,DT,6,1,0,0,0,0,0,,,0,0,0,1,1,0,0,2,3,0
Channing Tindall,22,MIA,LB,16,0,0,1,1,9,0,104.2,6,6,3,0,0,0,0,0,0,3,0
Kristian Welch,24,BAL,LB,17,0,0,1,1,14,0,118.7,12,12,2,0,0,0,0,0,0,3,0
JT Woods,22,LAC,S,10,1,0,2,1,33,1,135.4,14.5,12,21,0,0,0,0,0,0,3,1
Ross Blacklock,24,MIN,DT,11,0,0,1,1,12,0,116.7,4,4,8,0,3,0,0,1,4,2,2
Mike Boone,27,DEN,RB,9,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2,1
Aaron Brewer,32,ARI,LS,15,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,2,0
Anthony Chesley,27,TAM,CB,7,0,0,1,1,15,0,118.7,14,14,1,0,0,0,0,0,0,2,0
Jamie Collins,33,NWE,LB,3,1,0,1,1,11,0,112.5,7,7,4,1,0,0,0,0,0,2,0
Jalen Davis,26,CIN,DB,13,0,0,2,1,9,0,62.5,0.5,1,8,0,0,0,0,0,0,2,0
Allan George,23,CIN,CB,4,0,0,4,3,30,0,95.8,7.5,23,7,0,0,0,0,0,0,2,0
Tyler Higbee,29,LAR,TE,17,17,0,0,0,0,0,,,0,0,1,0,0,0,0,0,2,0
Christian Jones,31,SEA,LB,3,0,0,0,0,0,0,,,0,0,2,0,0,0,0,0,2,0
Darius Phillips,27,DEN,CB,9,0,0,1,1,5,0,87.5,-7,-7,12,0,0,0,0,0,0,2,0
Wyatt Ray,26,DEN,LB,3,0,0,1,1,3,0,79.2,-4,-4,7,0,0,0,0,0,0,2,0
Shaun Wade,24,NWE,CB,3,0,0,6,4,41,1,125.7,5,23,18,0,0,0,0,0,0,2,0
Ar'Darius Washington,23,BAL,S,3,0,0,1,1,11,0,112.5,11,11,0,2,1,0,0,0,1,2,0
Brandon Williams,33,KAN,DT,5,0,0,0,0,0,0,,,0,0,0,0,1,0,0.5,2,2,0
Chris Williams,24,IND,DT,5,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,2,0
Kyren Williams,22,LAR,RB,10,0,0,1,1,18,0,118.7,13,13,5,0,0,0,0,0,0,2,1
Mackensie Alexander,29,DAL,LB,1,1,0,1,1,12,0,116.7,9,9,3,0,0,0,0,0,0,1,0
Eno Benjamin,23,ARI,RB,10,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1
Raheem Blackshear,23,CAR,RB,13,1,0,1,1,1,0,79.2,-5,-5,6,0,0,0,0,0,0,1,0
Joshuah Bledsoe,24,NWE,S,3,0,0,4,2,17,2,101,19.3,17,0,2,0,0,0,0,0,1,0
Tashawn Bower,27,LVR,DE,6,0,0,1,1,13,0,118.7,-6,-6,19,3,0,0,0,0,0,1,0
